id	task_id	sample_no	task	true_result	model_result	accuracy	soft_accuracy
442	3	3	"88. Daniel went to the garden.
89. Daniel got the football.
90. Mary travelled to the bathroom.
91. Mary went back to the kitchen.
92. Daniel put down the football.
93. Daniel journeyed to the kitchen.
94. Mary moved to the hallway.
95. Sandra dropped the apple.
96. Mary got the milk.
97. Mary went to the office.
98. John travelled to the bathroom.
99. Sandra took the apple.
100. Sandra discarded the apple.
101. John journeyed to the kitchen.
102. Mary left the milk there.
103. Sandra took the apple.
104. Sandra dropped the apple.
105. Mary picked up the milk.
106. Sandra grabbed the apple.
107. John moved to the bedroom.
108. Mary left the milk.
109. Daniel travelled to the bedroom.
110. Sandra moved to the office.
111. Sandra left the apple there.
112. Sandra moved to the bedroom.
113. Mary journeyed to the bathroom.
114. John journeyed to the bathroom.
115. Sandra went to the kitchen.
116. Daniel travelled to the garden.
117. Daniel travelled to the bedroom.
118. Mary moved to the kitchen.
119. Sandra went back to the bedroom.
120. John moved to the office.
121. Sandra journeyed to the bathroom.
122. Mary moved to the hallway.
123. Daniel went back to the garden.
124. John took the milk there.
125. John moved to the bedroom.
126. John discarded the milk.
127. Daniel took the football.
128. John took the milk there.
129. Sandra went back to the garden.
130. John put down the milk.
131. John travelled to the bathroom.
132. Mary journeyed to the bedroom.
133. John travelled to the bedroom.
134. Sandra moved to the bedroom.
135. Daniel put down the football.
136. Sandra moved to the bathroom.
137. Mary went to the hallway.
138. Daniel picked up the football.
139. Sandra travelled to the garden.
140. Mary moved to the garden.
141. Daniel dropped the football.
142. Sandra went back to the bathroom.
143. Daniel journeyed to the bedroom.
144. John moved to the bathroom.
145. Daniel moved to the hallway.
146. Daniel journeyed to the bathroom.
147. Daniel went back to the bedroom.
148. Mary moved to the bathroom.
149. Daniel travelled to the office.
150. Daniel went to the kitchen.
151. Sandra moved to the kitchen.
152. Mary journeyed to the office.
153. Daniel went back to the bedroom.
154. John journeyed to the bedroom.
155. Mary journeyed to the hallway.
156. Sandra travelled to the office.
157. Sandra picked up the apple.
158. Daniel moved to the hallway.
159. John went to the bathroom.
160. Sandra discarded the apple.
161. John moved to the garden.
162. Sandra moved to the bedroom.
163. Daniel journeyed to the kitchen.
164. Sandra went back to the kitchen.
165. John picked up the football.
166. Mary went back to the bathroom.
167. John dropped the football.
168. John took the football.
169. Sandra went back to the office.
170. John discarded the football there.
171. John journeyed to the bathroom.
172. Mary went back to the hallway.
173. Mary went to the kitchen.
174. Sandra travelled to the kitchen.
175. Daniel went back to the garden.
176. Daniel journeyed to the bathroom.
177. Daniel moved to the bedroom.
178. John went back to the garden.
179. Mary went to the bathroom.
180. John travelled to the kitchen.
181. Sandra went back to the office.
182. Daniel travelled to the kitchen.
183. John went to the office.
184. John went back to the bathroom.
185. Sandra journeyed to the bedroom.
186. John went to the kitchen.
187. Sandra got the milk.
188. John went to the bathroom.
189. Daniel journeyed to the bathroom.
190. John journeyed to the kitchen.
191. Mary journeyed to the office.
192. Sandra left the milk.
193. Sandra picked up the milk.
194. Sandra put down the milk there.
195. Sandra moved to the office.
196. Sandra moved to the bathroom.
197. Mary moved to the garden.
198. John moved to the office.
199. Mary travelled to the office.
200. John grabbed the apple there.
201. John dropped the apple.
202. Mary went back to the bathroom.
203. John went back to the bedroom.
204. Daniel went back to the office.
205. John picked up the milk.
206. John journeyed to the bathroom.
207. Daniel went back to the bathroom.
208. Mary travelled to the kitchen.
209. John travelled to the garden.
Where was the milk before the garden?"	bathroom	the milk was in the hallway.		
443	3	3	"211. Sandra went to the bedroom.
212. Sandra moved to the bathroom.
213. Mary moved to the office.
214. John went back to the kitchen.
215. Mary went back to the garden.
216. Mary moved to the bedroom.
217. John discarded the milk.
218. Daniel journeyed to the garden.
Where was the milk before the kitchen?"	garden	the milk was in the office.		
444	3	4	"1. Daniel moved to the office.
2. Mary got the apple.
3. Sandra picked up the football.
4. Daniel went back to the garden.
5. Mary travelled to the kitchen.
6. Sandra left the football.
7. Sandra got the football.
8. Daniel journeyed to the bathroom.
9. Daniel travelled to the office.
10. Sandra went to the kitchen.
11. Daniel journeyed to the hallway.
12. Mary left the apple.
13. John went back to the office.
14. Sandra dropped the football.
15. John went to the bathroom.
16. Mary took the football.
17. Mary picked up the apple.
18. Daniel grabbed the milk.
19. Daniel put down the milk there.
20. John travelled to the kitchen.
21. Daniel got the milk.
22. Daniel journeyed to the garden.
23. Mary put down the apple.
24. Mary discarded the football.
25. Daniel journeyed to the hallway.
26. Sandra got the football there.
27. Mary journeyed to the office.
28. John got the apple.
29. Sandra moved to the garden.
30. Daniel moved to the bedroom.
31. John dropped the apple.
32. Sandra travelled to the office.
33. Sandra went back to the bathroom.
34. Daniel moved to the kitchen.
35. Daniel discarded the milk.
36. Sandra travelled to the hallway.
Where was the milk before the bedroom?"	hallway	the milk was in the kitchen.		
445	3	4	"38. Mary went to the hallway.
39. Daniel went to the bathroom.
Where was the milk before the hallway?"	garden	the milk was in the kitchen.		
446	3	4	"41. John picked up the milk.
42. Sandra dropped the football there.
Where was the football before the hallway?"	bathroom	the football was in the garden.		
447	3	4	"44. John put down the milk there.
45. Daniel went to the bedroom.
Where was the football before the office?"	garden	the football was in the hallway.		
448	3	4	"47. Daniel went back to the bathroom.
48. Sandra took the football there.
49. John picked up the apple there.
50. Daniel went back to the hallway.
51. Mary went back to the bedroom.
52. Sandra put down the football there.
53. Sandra journeyed to the bathroom.
54. John dropped the apple.
55. Daniel moved to the garden.
56. Sandra went back to the bedroom.
57. John picked up the milk.
58. Mary journeyed to the garden.
59. John travelled to the hallway.
60. John moved to the bathroom.
Where was the milk before the bathroom?"	hallway	the milk was in the bedroom.		
449	3	5	"1. Sandra journeyed to the bathroom.
2. John went to the office.
3. Daniel went to the office.
4. Daniel got the milk.
5. John went to the bedroom.
6. John got the football.
7. Daniel travelled to the hallway.
8. John went to the hallway.
9. John took the apple.
10. Mary travelled to the office.
11. Mary moved to the kitchen.
12. John left the apple.
13. John journeyed to the garden.
14. John put down the football.
Where was the football before the garden?"	hallway	6. bedroom		
450	3	5	"16. Daniel travelled to the kitchen.
17. Mary went back to the bathroom.
Where was the football before the garden?"	hallway	6. bedroom		
451	3	5	"19. Mary went to the garden.
20. Daniel left the milk.
Where was the football before the garden?"	hallway	6. bedroom		
452	3	5	"22. John picked up the football.
23. John moved to the bathroom.
Where was the milk before the kitchen?"	hallway	4. office		
453	3	5	"25. Daniel grabbed the milk.
26. Daniel dropped the milk.
27. Daniel went to the office.
28. John put down the football.
29. John journeyed to the bedroom.
30. John went back to the garden.
31. John journeyed to the kitchen.
32. Mary moved to the bathroom.
33. Mary moved to the kitchen.
34. John got the milk.
35. Daniel went back to the hallway.
36. Sandra took the football.
37. Mary journeyed to the office.
38. Daniel grabbed the apple there.
39. Daniel put down the apple.
40. John went back to the bathroom.
41. John put down the milk.
42. Daniel took the apple.
43. Mary travelled to the kitchen.
44. John went to the bedroom.
45. Sandra dropped the football.
46. John journeyed to the garden.
47. John moved to the office.
48. Sandra journeyed to the kitchen.
49. Mary moved to the garden.
50. Daniel journeyed to the garden.
51. Daniel left the apple.
52. Daniel picked up the apple.
53. Daniel travelled to the kitchen.
54. Daniel put down the apple there.
55. Sandra took the apple.
56. Daniel journeyed to the bathroom.
57. Sandra discarded the apple.
58. Sandra journeyed to the bedroom.
59. Sandra went to the office.
60. Daniel grabbed the milk there.
61. Sandra went to the bathroom.
62. Daniel got the football.
63. Daniel moved to the garden.
64. Mary travelled to the bedroom.
65. Daniel dropped the milk there.
66. Mary travelled to the garden.
67. Mary travelled to the bedroom.
68. John went back to the kitchen.
69. John picked up the apple there.
70. John put down the apple.
71. Daniel went to the hallway.
72. Sandra travelled to the kitchen.
73. John went back to the bathroom.
74. Daniel put down the football.
Where was the football before the hallway?"	garden	28. garden		
454	5	1	"1. Mary travelled to the garden.
2. Mary journeyed to the kitchen.
3. Bill went back to the office.
4. Bill journeyed to the hallway.
5. Jeff went back to the bedroom.
6. Fred moved to the hallway.
7. Bill moved to the bathroom.
8. Jeff went back to the garden.
9. Jeff went back to the kitchen.
10. Fred went back to the garden.
11. Mary got the football there.
12. Mary handed the football to Jeff.
What did Mary give to Jeff?"	football	the football.	0.52	0.88
455	5	1	"14. Bill went back to the hallway.
15. Jeff went back to the bedroom.
What did Mary give to Jeff?"	football	the football		
456	5	1	"17. Fred moved to the bathroom.
18. Mary picked up the milk there.
What did Mary give to Jeff?"	football	the football		
457	5	1	"20. Fred travelled to the kitchen.
21. Mary handed the milk to Fred.
Who gave the milk to Fred?"	mary	mary		
458	5	1	"23. Fred moved to the hallway.
24. Jeff went to the office.
Who did Mary give the milk to?"	fred	fred		
459	5	2	"1. Jeff went to the bedroom.
2. Mary journeyed to the kitchen.
3. Mary journeyed to the bathroom.
4. Bill moved to the kitchen.
5. Mary moved to the garden.
6. Bill went back to the office.
7. Bill went to the kitchen.
8. Mary went back to the bathroom.
9. Mary travelled to the kitchen.
10. Jeff moved to the office.
11. Fred went to the hallway.
12. Fred went back to the garden.
13. Mary travelled to the office.
14. Jeff took the apple there.
15. Jeff discarded the apple.
16. Mary went to the garden.
17. Bill went back to the bathroom.
18. Mary went to the office.
19. Bill grabbed the milk there.
20. Mary picked up the apple there.
21. Jeff moved to the garden.
22. Fred moved to the office.
23. Mary dropped the apple.
24. Fred took the football there.
25. Fred handed the football to Mary.
26. Fred picked up the apple there.
Who received the football?"	mary	mary		
460	5	2	"28. Mary travelled to the garden.
29. Jeff journeyed to the hallway.
What did Fred give to Mary?"	football	the football		
461	5	2	"31. Bill travelled to the bedroom.
32. Mary put down the football.
33. Fred went back to the garden.
34. Fred handed the apple to Mary.
Who received the apple?"	mary	mary		
462	5	2	"36. Bill left the milk.
37. Mary handed the apple to Fred.
Who did Mary give the apple to?"	fred	fred		
463	5	2	"39. Fred gave the apple to Mary.
40. Fred travelled to the bathroom.
What did Fred give to Mary?"	apple	the apple		
464	5	3	"1. Bill grabbed the apple there.
2. Bill got the football there.
3. Jeff journeyed to the bathroom.
4. Bill handed the apple to Jeff.
What did Bill give to Jeff?"	apple	apple		
465	5	3	"6. Jeff handed the apple to Bill.
7. Bill handed the apple to Jeff.
What did Bill give to Jeff?"	apple	apple		
466	5	3	"9. Jeff handed the apple to Bill.
10. Bill handed the apple to Jeff.
What did Bill give to Jeff?"	apple	apple		
467	5	3	"12. Jeff put down the apple.
13. Bill passed the football to Jeff.
What did Bill give to Jeff?"	apple	football		
468	5	3	"15. Jeff passed the football to Bill.
16. Mary got the milk there.
What did Bill give to Jeff?"	apple	football		
469	5	4	"1. Mary took the football there.
2. Bill went to the garden.
3. Fred journeyed to the office.
4. Mary put down the football there.
5. Jeff journeyed to the kitchen.
6. Mary took the football there.
7. Mary passed the football to Jeff.
8. Jeff travelled to the hallway.
What did Mary give to Jeff?"	football	the football.		
470	5	4	"10. Jeff journeyed to the garden.
11. Bill journeyed to the office.
Who received the football?"	jeff	jeff.		
471	5	4	"13. Fred went to the hallway.
14. Fred grabbed the apple there.
15. Mary journeyed to the bedroom.
16. Mary went to the office.
17. Mary moved to the hallway.
18. Mary journeyed to the bathroom.
19. Jeff discarded the football.
20. Bill went to the garden.
21. Fred journeyed to the garden.
22. Jeff grabbed the football there.
23. Fred left the apple.
24. Jeff discarded the football.
25. Mary got the milk there.
26. Jeff got the apple there.
27. Bill picked up the football there.
28. Mary left the milk.
29. Jeff journeyed to the kitchen.
30. Fred moved to the bedroom.
31. Bill travelled to the kitchen.
32. Jeff discarded the apple.
33. Bill passed the football to Jeff.
34. Mary went to the garden.
Who received the football?"	jeff	jeff.		
472	5	4	"36. Mary travelled to the office.
37. Jeff passed the football to Bill.
What did Jeff give to Bill?"	football	the football.		
473	5	4	"39. Bill picked up the apple there.
40. Bill handed the apple to Jeff.
Who received the football?"	bill	jeff.		
474	5	5	"1. Jeff moved to the bathroom.
2. Jeff moved to the garden.
3. Fred journeyed to the bathroom.
4. Jeff travelled to the hallway.
5. Fred moved to the office.
6. Jeff travelled to the bedroom.
7. Jeff picked up the football there.
8. Mary journeyed to the office.
9. Fred moved to the kitchen.
10. Fred travelled to the hallway.
11. Jeff took the milk there.
12. Fred travelled to the kitchen.
13. Mary journeyed to the bathroom.
14. Mary picked up the apple there.
15. Jeff travelled to the kitchen.
16. Jeff handed the football to Fred.
What did Jeff give to Fred?"	football	football		
475	5	5	"18. Mary dropped the apple.
19. Fred handed the football to Bill.
What did Fred give to Bill?"	football	football		
476	5	5	"21. Fred travelled to the hallway.
22. Bill handed the football to Jeff.
Who gave the football?"	bill	bill		
477	5	5	"24. Mary went back to the kitchen.
25. Jeff handed the football to Mary.
Who received the football?"	mary	mary		
478	5	5	"27. Mary passed the football to Bill.
28. Bill passed the football to Mary.
What did Bill give to Mary?"	football	football		
						0.4330543933054393	0.5345188284518828
