entry_id	line_id	part_id	task_id	sample_id	context/question	human_subjects	non_human_subjects	subj_attributes	relations	generalized_relations	locations	direct_objects	obj_attributes	indirect_objects	result_relation	reasoning	implicit_object	implicit_relation	implicit_location	golden_answer	golden_supporting_facts
723	8	3	12	20	Mary and John went back to the bedroom.	"Mary
John"			go	move	bedroom				be						
724	9	3	12	20	Where is Daniel?	Daniel			be	be					be					office	7
725	10	4	12	20	John and Daniel went back to the hallway.	"John
Daniel"			go	move	hallway				be						
726	11	4	12	20	Mary and Daniel journeyed to the bathroom.	"Mary
Daniel"			journey	move	bathroom				be						
727	12	4	12	20	Where is Daniel?	Daniel			be	be					be					bathroom	11
728	13	5	12	20	Sandra and Daniel moved to the bedroom.	"Sandra
Daniel"			move	move	bedroom				be						
729	14	5	12	20	Daniel and Sandra moved to the garden.	"Daniel
Sandra"			move	move	garden				be						
730	15	5	12	20	Where is Daniel?	Daniel			be	be					be					garden	14
731	1	1	13	18	Daniel and Sandra went to the kitchen.	"Daniel
Sandra"			go	move	kitchen				be						
732	2	1	13	18	Afterwards they moved to the garden.	they			move	move	garden				be						
733	3	1	13	18	Where is Sandra?	Sandra			be	be					be					garden	1 2
734	4	2	13	18	Sandra and Daniel travelled to the bathroom.	"Sandra
Daniel"			travel	move	bathroom				be						
735	5	2	13	18	Afterwards they went back to the kitchen.	they			go	move	kitchen				be						
736	6	2	13	18	Where is Daniel?	Daniel			be	be					be					kitchen	4 5
737	7	3	13	18	John and Mary moved to the bathroom.	"John
Mary"			move	move	bathroom				be						
738	8	3	13	18	After that they journeyed to the hallway.	they			journey	move	hallway				be						
739	9	3	13	18	Where is John?	John			be	be					be					hallway	7 8
740	10	4	13	18	Sandra and John moved to the office.	"Sandra
John"			move	move	office				be						
741	11	4	13	18	Following that they travelled to the hallway.	they			follow	move	hallway				be						
742	12	4	13	18	Where is John?	John			be	be					be					hallway	10 11
743	13	5	13	18	John and Sandra journeyed to the garden.	"John
Sandra"			journey	move	garden				be						
744	14	5	13	18	Afterwards they travelled to the kitchen.	they			travel	move	kitchen				be						
745	15	5	13	18	Where is John?	John			be	be					be					kitchen	13 14
746	1	1	13	19	John and Mary travelled to the kitchen.	"John
Mary"			travel	move	kitchen				be						
747	2	1	13	19	Following that they travelled to the bathroom.	they			follow	move	bathroom				be						
748	3	1	13	19	Where is Mary?	Mary			be	be					be					bathroom	1 2
749	4	2	13	19	Daniel and Sandra went back to the kitchen.	"Daniel
Sandra"			go	move	kitchen				be						
750	5	2	13	19	After that they went back to the office.	they			go	move	office				be						
751	6	2	13	19	Where is Mary?	Mary			be	be					be					bathroom	1 2
752	7	3	13	19	Mary and Sandra went back to the bedroom.	"Mary
Sandra"			go	move	bedroom				be						
753	8	3	13	19	Then they travelled to the garden.	they			travel	move	garden				be						
754	9	3	13	19	Where is Mary?	Mary			be	be					be					garden	7 8
755	10	4	13	19	John and Daniel journeyed to the hallway.	"John
Daniel"			journey	move	hallway				be						
756	11	4	13	19	Afterwards they moved to the office.	they			move	move	office				be						
757	12	4	13	19	Where is John?	John			be	be					be					office	10 11
758	13	5	13	19	Sandra and John travelled to the hallway.	"Sandra
John"			travel	move	hallway				be						
759	14	5	13	19	Then they went to the kitchen.	they			go	move	kitchen				be						
760	15	5	13	19	Where is John?	John			be	be					be					kitchen	13 14
761	1	1	13	20	Mary and John went to the bathroom.	"Mary
John"			go	move	bathroom				be						
762	2	1	13	20	Afterwards they went to the bedroom.	they			go	move	bedroom				be						
763	3	1	13	20	Where is John?	John			be	be					be					bedroom	1 2
764	4	2	13	20	Daniel and John travelled to the bathroom.	"Daniel
John"			travel	move	bathroom				be						
765	5	2	13	20	Then they journeyed to the bedroom.	they			journey	move	bedroom				be						
766	6	2	13	20	Where is John?	John			be	be					be					bedroom	4 5
767	7	3	13	20	Sandra and Daniel journeyed to the office.	"Sandra
Daniel"			journey	move	office				be						
768	8	3	13	20	Then they moved to the bedroom.	they			move	move	bedroom				be						
769	9	3	13	20	Where is Sandra?	Sandra			be	be					be					bedroom	7 8
770	10	4	13	20	Sandra and Mary went to the bathroom.	"Sandra
Mary"			go	move	bathroom				be						
771	11	4	13	20	After that they moved to the garden.	they			move	move	garden				be						
772	12	4	13	20	Where is Mary?	Mary			be	be					be					garden	10 11
773	13	5	13	20	Mary and John went back to the hallway.	"Mary
John"			go	move	hallway				be						
774	14	5	13	20	After that they went to the garden.	they			go	move	garden				be						
775	15	5	13	20	Where is Mary?	Mary			be	be					be					garden	13 14
776	1	1	14	18	This morning Mary journeyed to the office.	Mary			journey	move	office				be						
777	2	1	14	18	Mary travelled to the kitchen yesterday.	Mary			travel	move	kitchen				be						
778	3	1	14	18	Bill travelled to the school yesterday.	Bill			travel	move	school				be						
779	4	1	14	18	Yesterday Fred travelled to the office.	Fred			travel	move	office				be						
780	5	1	14	18	Where was Mary before the office?	Mary			be	be	office				be					kitchen	1 2
781	6	2	14	18	This morning Fred journeyed to the school.	Fred			journey	move	school				be						
782	7	2	14	18	Julie moved to the cinema yesterday.	Julie			move	move	cinema				be						
783	8	2	14	18	Where was Fred before the school?	Fred			be	be	school				be					office	6 4
784	9	3	14	18	This morning Bill went to the park.	Bill			go	move	park				be						
785	10	3	14	18	This afternoon Fred went back to the kitchen.	Fred			go	move	kitchen				be						
786	11	3	14	18	Where was Bill before the park?	Bill			be	be	park				be					school	9 3
787	12	4	14	18	Mary journeyed to the park this afternoon.	Mary			journey	move	park				be						
788	13	4	14	18	This evening Fred moved to the cinema.	Fred			move	move	cinema				be						
789	14	4	14	18	Where was Fred before the cinema?	Fred			be	be	cinema				be					kitchen	13 10
790	15	5	14	18	Julie went back to the school this morning.	Julie			go	move	school				be						
791	16	5	14	18	Mary went to the kitchen this evening.	Mary			go	move	kitchen				be						
792	17	5	14	18	Where was Fred before the cinema?	Fred			be	be	cinema				be					kitchen	13 10
793	1	1	14	19	This morning Julie journeyed to the school.	Julie			journey	move	school				be						
794	2	1	14	19	Yesterday Mary journeyed to the bedroom.	Mary			journey	move	bedroom				be						
795	3	1	14	19	Yesterday Julie journeyed to the kitchen.	Julie			journey	move	kitchen				be						
796	4	1	14	19	Yesterday Bill went to the park.	Bill			go	move	park				be						
797	5	1	14	19	Where was Julie before the school?	Julie			be	be	school				be					kitchen	1 3
798	6	2	14	19	This afternoon Julie went back to the park.	Julie			go	move	park				be						
799	7	2	14	19	Mary went back to the park this morning.	Mary			go	move	park				be						
800	8	2	14	19	Where was Julie before the park?	Julie			be	be	park				be					school	6 1
801	9	3	14	19	Mary travelled to the school this afternoon.	Mary			travel	move	school				be						
802	10	3	14	19	This evening Julie moved to the school.	Julie			move	move	school				be						
803	11	3	14	19	Where was Julie before the school?	Julie			be	be	school				be					park	10 6
804	12	4	14	19	Bill journeyed to the kitchen this morning.	Bill			journey	move	kitchen				be						
805	13	4	14	19	This evening Mary went back to the kitchen.	Mary			go	move	kitchen				be						
806	14	4	14	19	Where was Bill before the kitchen?	Bill			be	be	kitchen				be					park	12 4
807	15	5	14	19	Bill went back to the cinema this afternoon.	Bill			go	move	cinema				be						
808	16	5	14	19	Fred travelled to the kitchen yesterday.	Fred			travel	move	kitchen				be						
809	17	5	14	19	Where was Bill before the kitchen?	Bill			be	be	kitchen				be					park	12 4
810	1	1	14	20	Bill went back to the cinema yesterday.	Bill			go	move	cinema				be						
811	2	1	14	20	Mary journeyed to the bedroom yesterday.	Mary			journey	move	bedroom				be						
812	3	1	14	20	Mary travelled to the kitchen this morning.	Mary			travel	move	kitchen				be						
813	4	1	14	20	Yesterday Fred moved to the school.	Fred			move	move	school				be						
814	5	1	14	20	Where was Mary before the kitchen?	Mary			be	be	kitchen				be					bedroom	3 2
815	6	2	14	20	Julie went to the kitchen this morning.	Julie			go	move	kitchen				be						
816	7	2	14	20	Julie journeyed to the school yesterday.	Julie			journey	move	school				be						
817	8	2	14	20	Where was Julie before the kitchen?	Julie			be	be	kitchen				be					school	6 7
818	9	3	14	20	This morning Bill travelled to the school.	Bill			travel	move	school				be						
819	10	3	14	20	Fred went to the office this morning.	Fred			go	move	office				be						
820	11	3	14	20	Where was Mary before the kitchen?	Mary			be	be	kitchen				be					bedroom	3 2
821	12	4	14	20	Fred moved to the office this evening.	Fred			move	move	office				be						
822	13	4	14	20	This afternoon Fred went to the kitchen.	Fred			go	move	kitchen				be						
823	14	4	14	20	Where was Fred before the office?	Fred			be	be	office				be					kitchen	12 13
824	15	5	14	20	This afternoon Mary travelled to the school.	Mary			travel	move	school				be						
825	16	5	14	20	Julie moved to the office this afternoon.	Julie			move	move	office				be						
826	17	5	14	20	Where was Julie before the office?	Julie			be	be	office				be					kitchen	16 6
827	1	1	15	23	Cats are afraid of wolves.		cat	afraid	be	be				wolf	be						
828	2	1	15	23	Gertrude is a cat.	Gertrude		cat	be	be					be						
829	3	1	15	23	Wolves are afraid of mice.		wolf	afraid	be	be				mouse	be						
830	4	1	15	23	Sheep are afraid of wolves.		sheep	afraid	be	be				wolf	be						
831	5	1	15	23	Mice are afraid of sheep.		mouse	afraid	be	be				sheep	be						
832	6	1	15	23	Winona is a sheep.	Winona		sheep	be	be					be						
833	7	1	15	23	Emily is a sheep.	Emily		sheep	be	be					be						
834	8	1	15	23	Jessica is a sheep.	Jessica		sheep	be	be					be						
835	9	1	15	23	What is winona afraid of?	winona		afraid	be	be					be					wolf	6 4
836	10	2	15	23	What is emily afraid of?	Emily		afraid	be	be		what			be					wolf	7 4
837	11	3	15	23	What is jessica afraid of?	jessica		afraid	be	be					be					wolf	8 4
838	12	4	15	23	What is emily afraid of?	Emily		afraid	be	be		what			be					wolf	7 4
839	1	1	15	24	Mice are afraid of wolves.		mouse	afraid	be	be				wolf	be						
840	2	1	15	24	Wolves are afraid of cats.		wolf	afraid	be	be				cat	be						
841	3	1	15	24	Cats are afraid of mice.		cat	afraid	be	be				mouse	be						
842	4	1	15	24	Emily is a wolf.	Emily		wolf	be	be					be						
843	5	1	15	24	Sheep are afraid of cats.		sheep	afraid	be	be				cat	be						
844	6	1	15	24	Winona is a cat.	Winona		cat	be	be					be						
845	7	1	15	24	Jessica is a sheep.	Jessica		sheep	be	be					be						
846	8	1	15	24	Gertrude is a cat.	Gertrude		cat	be	be					be						
847	9	1	15	24	What is emily afraid of?	Emily		afraid	be	be		what			be					cat	4 2
848	10	2	15	24	What is emily afraid of?	Emily		afraid	be	be		what			be					cat	4 2
849	11	3	15	24	What is jessica afraid of?	jessica		afraid	be	be					be					cat	7 5
850	12	4	15	24	What is emily afraid of?	Emily		afraid	be	be		what			be					cat	4 2
851	1	1	15	25	Cats are afraid of wolves.		cat	afraid	be	be				wolf	be						
852	2	1	15	25	Jessica is a cat.	Jessica		cat	be	be					be						
853	3	1	15	25	Wolves are afraid of mice.		wolf	afraid	be	be				mouse	be						
854	4	1	15	25	Mice are afraid of wolves.		mouse	afraid	be	be				wolf	be						
855	5	1	15	25	Sheep are afraid of cats.		sheep	afraid	be	be				cat	be						
856	6	1	15	25	Emily is a mouse.	Emily		mouse	be	be					be						
857	7	1	15	25	Gertrude is a sheep.	Gertrude		sheep	be	be					be						
858	8	1	15	25	Winona is a mouse.	Winona		mouse	be	be					be						
859	9	1	15	25	What is emily afraid of?	Emily		afraid	be	be		what			be					wolf	6 4
860	10	2	15	25	What is winona afraid of?	winona		afraid	be	be					be					wolf	8 4
861	11	3	15	25	What is emily afraid of?	Emily		afraid	be	be		what			be					wolf	6 4
862	12	4	15	25	What is winona afraid of?	winona		afraid	be	be					be					wolf	8 4
863	1	1	16	98	Greg is a rhino.	Greg		rhino	be	be					be						
864	2	1	16	98	Bernhard is a frog.	Bernhard		frog	be	be					be						
865	3	1	16	98	Greg is white.	Greg		white	be	be					be						
866	4	1	16	98	Lily is a lion.	Lily		lion	be	be					be						
867	5	1	16	98	Brian is a lion.	Brian		lion	be	be					be						
868	6	1	16	98	Bernhard is green.	Bernhard		green	be	be					be						
869	7	1	16	98	Julius is a rhino.	Julius		rhino	be	be					be						
870	8	1	16	98	Brian is white.	Brian		white	be	be					be						
871	9	1	16	98	Lily is white.	Lily		white	be	be					be						
872	10	1	16	98	What color is Julius?			color	be	be					be					white	7 1 3
873	1	1	16	99	Julius is a lion.	Julius		lion	be	be					be						
874	2	1	16	99	Lily is a frog.	Lily		frog	be	be					be						
875	3	1	16	99	Brian is a frog.	Brian		frog	be	be					be						
876	4	1	16	99	Greg is a rhino.	Greg		rhino	be	be					be						
877	5	1	16	99	Brian is white.	Brian		white	be	be					be						
878	6	1	16	99	Julius is gray.	Julius		gray	be	be					be						
879	7	1	16	99	Greg is green.	Greg		green	be	be					be						
880	8	1	16	99	Bernhard is a lion.	Bernhard		lion	be	be					be						
881	9	1	16	99	Bernhard is green.	Bernhard		green	be	be					be						
882	10	1	16	99	What color is Lily?			"color
lily"	be	be					be					white	2 3 5
883	1	1	16	100	Greg is a frog.	Greg		frog	be	be					be						
884	2	1	16	100	Brian is a rhino.	Brian		rhino	be	be					be						
885	3	1	16	100	Bernhard is a rhino.	Bernhard		rhino	be	be					be						
886	4	1	16	100	Julius is a lion.	Julius		lion	be	be					be						
887	5	1	16	100	Julius is yellow.	Julius		yellow	be	be					be						
888	6	1	16	100	Greg is white.	Greg		white	be	be					be						
889	7	1	16	100	Bernhard is gray.	Bernhard		gray	be	be					be						
890	8	1	16	100	Lily is a frog.	Lily		frog	be	be					be						
891	9	1	16	100	Brian is gray.	Brian		gray	be	be					be						
892	10	1	16	100	What color is Lily?			"color
lily"	be	be					be					white	8 1 6
893	1	1	17	10	The pink rectangle is above the blue square.		rectangle	pink	be	be	square		blue		be						
894	2	1	17	10	The yellow square is above the pink rectangle.		square	yellow	be	be	rectangle		pink		be						
895	3	1	17	10	Is the yellow square to the left of the blue square?		square	yellow	"be
left"	left			blue	square						no	2 1
896	4	2	17	10	Is the blue square below the yellow square?		square	blue	be	be			yellow		be					yes	1 2
897	5	3	17	10	Is the blue square to the right of the yellow square?		square	blue	"be
right"	right			yellow	square						no	1 2
898	6	4	17	10	Is the yellow square to the right of the blue square?		square	yellow	"be
right"	right			blue	square						no	2 1
899	7	5	17	10	Is the blue square above the yellow square?		square	blue	be	be			yellow		be					no	1 2
900	8	6	17	10	Is the blue square to the left of the yellow square?		square	blue	"be
left"	left			yellow	square						no	1 2
901	9	7	17	10	Is the yellow square below the blue square?		square	yellow	be	be			blue		be					no	2 1
902	10	8	17	10	Is the blue square above the yellow square?		square	blue	be	be			yellow		be					no	1 2
903	1	1	17	11	The blue square is above the pink rectangle.		square	blue	be	be	rectangle		pink		be						
904	2	1	17	11	The yellow square is below the pink rectangle.		square	yellow	be	be	rectangle		pink		be						
905	3	1	17	11	Is the yellow square below the blue square?		square	yellow	be	be			blue		be					yes	2 1
906	4	2	17	11	Is the yellow square to the left of the blue square?		square	yellow	"be
left"	left			blue	square						no	2 1
907	5	3	17	11	Is the yellow square to the left of the blue square?		square	yellow	"be
left"	left			blue	square						no	2 1
908	6	4	17	11	Is the blue square to the left of the yellow square?		square	blue	"be
left"	left			yellow	square						no	1 2
909	7	5	17	11	Is the yellow square above the blue square?		square	yellow	be	be			blue		be					no	2 1
910	8	6	17	11	Is the yellow square below the blue square?		square	yellow	be	be			blue		be					yes	2 1
911	9	7	17	11	Is the blue square to the right of the yellow square?		square	blue	"be
right"	right			yellow	square						no	1 2
912	10	8	17	11	Is the blue square to the right of the yellow square?		square	blue	"be
right"	right			yellow	square						no	1 2
913	1	1	17	12	The yellow square is to the right of the blue square.		square	yellow	"be
right"	right			blue	square							
914	2	1	17	12	The yellow square is below the red sphere.		square	yellow	be	be	sphere		red		be						
915	3	1	17	12	Is the red sphere below the blue square?		sphere	red	be	be			blue		be					no	2 1
916	4	2	17	12	Is the red sphere below the blue square?		sphere	red	be	be			blue		be					no	2 1
917	5	3	17	12	Is the red sphere to the left of the blue square?		sphere	red	"be
left"	left			blue	square						no	2 1
918	6	4	17	12	Is the red sphere to the right of the blue square?		sphere	red	"be
right"	right			blue	square						yes	2 1
919	7	5	17	12	Is the red sphere above the blue square?		sphere	red	be	be			blue		be					yes	2 1
920	8	6	17	12	Is the red sphere above the blue square?		sphere	red	be	be			blue		be					yes	2 1
921	9	7	17	12	Is the red sphere below the blue square?		sphere	red	be	be			blue		be					no	2 1
922	10	8	17	12	Is the blue square above the red sphere?		square	blue	be	be			red		be					no	1 2
923	1	1	18	17	The box fits inside the suitcase.		box		fit	fit	suitcase										
924	2	1	18	17	The box is bigger than the chocolate.		box		"be
bigger"	bigger	chocolate										
925	3	1	18	17	The container fits inside the suitcase.		container		fit	fit	suitcase										
926	4	1	18	17	The box fits inside the chest.		box		fit	fit	chest										
927	5	1	18	17	The suitcase is bigger than the box.		suitcase		"be
bigger"	bigger	box										
928	6	1	18	17	Does the suitcase fit in the chocolate?		suitcase		fit	fit	chocolate									no	2 1
929	7	2	18	17	Is the chocolate bigger than the suitcase?		chocolate	big	be	be	suitcase				be					no	2 1
930	8	3	18	17	Is the chocolate bigger than the suitcase?		chocolate	big	be	be	suitcase				be					no	2 1
931	9	4	18	17	Does the suitcase fit in the chocolate?		suitcase		fit	fit	chocolate									no	2 1
932	10	5	18	17	Is the chocolate bigger than the suitcase?		chocolate	big	be	be	suitcase				be					no	2 1
933	1	1	18	18	The box is bigger than the box of chocolates.		box		"be
bigger"	bigger	box			chocolate							
934	2	1	18	18	The chest is bigger than the container.		chest		"be
bigger"	bigger	container										
935	3	1	18	18	The suitcase fits inside the chest.		suitcase		fit	fit	chest										
936	4	1	18	18	The container fits inside the suitcase.		container		fit	fit	suitcase										
937	5	1	18	18	The container is bigger than the box of chocolates.		container		"be
bigger"	bigger	box			chocolate							
938	6	1	18	18	Does the chest fit in the box of chocolates?		chest				box			chocolate						no	5 2
939	7	2	18	18	Is the box of chocolates bigger than the chest?		box of chocolates		be	be	chest		big	chocolate	be					no	5 2
940	8	3	18	18	Does the chest fit in the container?		chest				container									no	4 3
941	9	4	18	18	Is the box of chocolates bigger than the chest?		box of chocolates		be	be	chest		big	chocolate	be					no	5 2
942	10	5	18	18	Is the chest bigger than the container?		chest	big	be	be	container				be					yes	3 4
943	1	1	18	19	The box is bigger than the chest.		box		"be
bigger"	bigger	chest										
944	2	1	18	19	The chest fits inside the box.		chest		fit	fit	box										
945	3	1	18	19	The chocolate fits inside the chest.		chocolate		fit	fit	chest										
946	4	1	18	19	The chest fits inside the container.		chest		fit	fit	container										
947	5	1	18	19	The box fits inside the container.		box		fit	fit	container										
948	6	1	18	19	Is the chocolate bigger than the box?		chocolate	big	be	be	box				be					no	3 1
949	7	2	18	19	Is the container bigger than the chest?		container	big	be	be	chest				be					yes	5 1
950	8	3	18	19	Is the chocolate bigger than the box?		chocolate	big	be	be	box				be					no	3 1
951	9	4	18	19	Does the chest fit in the container?		chest				container									yes	5 1
952	10	5	18	19	Does the chest fit in the container?		chest				container									yes	5 1
953	1	1	19	98	The office is east of the kitchen.		office		"be
east"	east				kitchen							
954	2	1	19	98	The bathroom is west of the kitchen.		bathroom		"be
west"	west				kitchen							
955	3	1	19	98	The bedroom is north of the kitchen.		bedroom		"be
north"	north				kitchen							
956	4	1	19	98	The hallway is south of the kitchen.		hallway		"be
south"	south				kitchen							
957	5	1	19	98	The bathroom is north of the garden.		bathroom		"be
north"	north				garden							
958	6	1	19	98	How do you go from the bathroom to the office?	you			go	move	"bathroom
office"				be					e e	2 1
959	1	1	19	99	The kitchen is west of the bathroom.		kitchen		"be
west"	west				bathroom							
960	2	1	19	99	The hallway is west of the bedroom.		hallway		"be
west"	west				bedroom							
961	3	1	19	99	The garden is north of the office.		garden		"be
north"	north				office							
962	4	1	19	99	The bathroom is west of the office.		bathroom		"be
west"	west				office							
963	5	1	19	99	The bedroom is north of the bathroom.		bedroom		"be
north"	north				bathroom							
964	6	1	19	99	How do you go from the bedroom to the office?	you			go	move	"bedroom
office"				be					s e	5 4
965	1	1	19	100	The bedroom is south of the garden.		bedroom		be	be				garden	be						
966	2	1	19	100	The hallway is west of the bathroom.		hallway		"be
west"	west				bathroom							
967	3	1	19	100	The kitchen is east of the garden.		kitchen		"be
east"	east				garden							
968	4	1	19	100	The bathroom is north of the kitchen.		bathroom		"be
north"	north				kitchen							
969	5	1	19	100	The office is south of the kitchen.		office		"be
south"	south				kitchen							
970	6	1	19	100	How do you go from the garden to the bathroom?	you			go	move	"garden
bathroom"				be					e n	3 4
971	1	1	20	7	Sumit is tired.		sumit	tired	be	be					be						
972	2	1	20	7	Where will sumit go?				sumit											bedroom	1
973	3	2	20	7	Jason is tired.	Jason		tired	be	be					be						
974	4	2	20	7	Where will jason go?	jason			go	move					be					bedroom	3
975	5	3	20	7	Yann is hungry.	Yann		hungry	be	be					be						
976	6	3	20	7	Where will yann go?	yann			go	move					be					kitchen	5
977	7	4	20	7	Antoine is tired.	Antoine		tired	be	be					be						
978	8	4	20	7	Where will antoine go?				go	move					be					bedroom	7
979	9	5	20	7	Jason went back to the bedroom.	Jason			go	move	bedroom				be						
980	10	5	20	7	Why did jason go to the bedroom?	jason			go	move	bedroom				be					tired	3
981	11	6	20	7	Jason picked up the pajamas there.	Jason			pick up	take	there	pajama			have						
982	12	6	20	7	Why did jason get the pajamas?	jason			get	take		pajama			have					tired	3
983	13	7	20	7	Yann journeyed to the kitchen.	Yann			journey	move	kitchen				be						
984	14	7	20	7	Why did yann go to the kitchen?	Antoine			go	move	kitchen				be					hungry	5
985	15	8	20	7	Antoine moved to the bedroom.	Antoine			move	move	bedroom				be						
986	16	8	20	7	Why did antoine go to the bedroom?	Antoine			go	move	bedroom				be					tired	7
987	17	9	20	7	Sumit went back to the bedroom.		sumit		go	move	bedroom				be						
988	18	9	20	7	Why did sumit go to the bedroom?				go	move	bedroom				be					tired	1
989	19	10	20	7	Yann got the apple there.	Yann			get	take	there	apple			have						
990	20	10	20	7	Why did yann get the apple?	Antoine			get	take		apple			have					hungry	5
991	1	1	20	8	Yann is hungry.	Yann		hungry	be	be					be						
992	2	1	20	8	Where will yann go?	yann			go	move					be					kitchen	1
993	3	2	20	8	Jason is thirsty.	Jason		thirsty	be	be					be						
994	4	2	20	8	Where will jason go?	jason			go	move					be					kitchen	3
995	5	3	20	8	Jason went to the kitchen.	Jason			go	move	kitchen				be						
996	6	3	20	8	Why did jason go to the kitchen?	jason			go	move	kitchen				be					thirsty	3
997	7	4	20	8	Sumit is hungry.		sumit	hungry	be	be					be						
998	8	4	20	8	Where will sumit go?				sumit											kitchen	7
999	9	5	20	8	Sumit moved to the kitchen.		sumit		move	move	kitchen				be						
1000	10	5	20	8	Why did sumit go to the kitchen?				go	move	kitchen				be					hungry	7
1001	11	6	20	8	Sumit took the apple there.		sumit		take	take	there	apple			have						
1002	12	6	20	8	Why did sumit get the apple?				get sumit			apple								hungry	7
1003	13	7	20	8	Jason picked up the milk there.	Jason			pick up	take	there	milk			have						
1004	14	7	20	8	Why did jason get the milk?	jason			get	take		milk			have					thirsty	3
1005	15	8	20	8	Yann journeyed to the kitchen.	Yann			journey	move	kitchen				be						
1006	16	8	20	8	Why did yann go to the kitchen?	Antoine			go	move	kitchen				be					hungry	1
1007	17	9	20	8	Antoine is bored.	Antoine			be	be					be						
1008	18	9	20	8	Where will antoine go?				go	move					be					garden	17
1009	19	10	20	8	Antoine travelled to the garden.	Antoine			travel	move	garden				be						
1010	20	10	20	8	Why did antoine go to the garden?	Antoine			go	move	garden				be					bored	17
1011	21	11	20	8	Antoine picked up the football there.	Antoine			pick up	take	there	football			have						
1012	22	11	20	8	Why did antoine get the football?	Antoine			get	take		football			have					bored	17
1013	1	1	20	9	Yann is bored.	Yann			be	be					be						
1014	2	1	20	9	Where will yann go?	yann			go	move					be					garden	1
1015	3	2	20	9	Jason is thirsty.	Jason		thirsty	be	be					be						
1016	4	2	20	9	Where will jason go?	jason			go	move					be					kitchen	3
1017	5	3	20	9	Sumit is tired.		sumit	tired	be	be					be						
1018	6	3	20	9	Where will sumit go?				sumit											bedroom	5
1019	7	4	20	9	Antoine is tired.	Antoine		tired	be	be					be						
1020	8	4	20	9	Where will antoine go?				go	move					be					bedroom	7
1021	9	5	20	9	Sumit went to the bedroom.		sumit		go	move	bedroom				be						
1022	10	5	20	9	Why did sumit go to the bedroom?				go	move	bedroom				be					tired	5
1023	11	6	20	9	Yann journeyed to the garden.	Yann			journey	move	garden				be						
1024	12	6	20	9	Why did yann go to the garden?	Antoine			go	move	garden				be					bored	1
1025	13	7	20	9	Jason journeyed to the kitchen.	Jason			journey	move	kitchen				be						
1026	14	7	20	9	Why did jason go to the kitchen?	jason			go	move	kitchen				be					thirsty	3
1027	15	8	20	9	Sumit picked up the pajamas there.	Sumit			pick up	take	there	pajama			have						
1028	16	8	20	9	Why did sumit get the pajamas?				get	take		pajama			have					tired	5
1029	17	9	20	9	Antoine travelled to the bedroom.	Antoine			travel	move	bedroom				be						
1030	18	9	20	9	Why did antoine go to the bedroom?	Antoine			go	move	bedroom				be					tired	7
1031	19	10	20	9	Jason picked up the milk there.	Jason			pick up	take	there	milk			have						
1032	20	10	20	9	Why did jason get the milk?	jason			get	take		milk			have					thirsty	3
1033	21	11	20	9	Yann grabbed the football there.	Yann			grab	take	there	football			have						
1034	22	11	20	9	Why did yann get the football?	Antoine			get	take		football			have					bored	1
